time_utc,label,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon
,1,292.732,292.876,292.657,293.908,78694.730882662,101243.078,-2.214,-1.296,5.516,0.358,-0.0,-0.001,0.001,41.483,0.309,2908.951,931.574,-0.001,0.338,1.105,2.501,2.594,63.536,5.571,1.0,302.946,310.324,308.108,310.672,84.15818918490326,47.427,47.286,79.553,3.582,27.916,69.717
,0,507.992,292.516,289.527,303.16,98414.674,186141.08,-2.687,-1.279,5.848,0.6765805065234076,-0.001,0.001,0.001,41.644,0.7944468408262454,2898.95,337.12472982675195,-0.0,0.336,1.009,4.100759235668789,3.048,166.868981074579,5.461412030755315,1.0,318.931,315.896,316.714,296.239,66.906,79.54927951657885,44.275,83.486,3.1886087160262413,28.588,74.392
,1,301.6345762685402,303.001,310.304,314.262,92176.188,104387.0666266772,0.1761047693510555,-1.022,13.047,0.319,-0.001,-0.001,-0.001,39.746,0.7944468408262454,25344.456596221018,1858.452,-0.0,0.533,1.0,2.23,3.462,73.655,5.93,1.0,301.0289560691872,298.153,298.4101307426054,318.706,66.893,46.095,43.963,77.45,3.855,26.791,69.295
,0,293.639,313.538,300.4776422074919,299.81499398426655,101431.244,99077.011,-4.296,-0.69,7.223,0.497,0.0,0.0,0.0,38.359,0.277,2839.291,1281.156,-0.0,0.6797272583201269,0.945,2.072,1.1185108974358975,84.036,7.241,1.0,301.0289560691872,318.082,298.4101307426054,304.3,68.856,45.233,45.538,82.188,4.772,28.517,69.392
,0,301.6345762685402,296.2,312.583,292.082,99237.084,100512.852,-5.051,0.228,8.892,0.326,-0.0,-0.001,0.001,31.173630642085186,0.7944468408262454,25344.456596221018,1323.258,-0.001,0.311,1.654,1.96,5.342,88.459,5.461412030755315,1.0,304.855,306.842,309.691,306.534,84.15818918490326,48.832,46.703,76.889,5.108,26.854,79.93625342679128
,0,309.925,289.467,313.575,292.075,78694.730882662,95630.214,-5.319,0.803,10.085,0.336,0.001,0.001,0.001,38.775,0.159,3814.588,337.12472982675195,0.0,0.342,1.064,2.08,5.391,96.282,9.639,1.0,308.938,317.841,305.415,314.265,67.841,46.442,44.177,81.001,5.481,28.502,73.855
,1,301.894,288.735,522.302,295.069,100842.918,101679.886,-5.108,0.572,10.274,0.379,0.001,-0.001,-0.002,40.431,0.242,2638.507,894.21,-0.002,0.379,2.043423367593712,2.02,5.378,98.723,9.785,1.0,290.963,324.35,289.63,309.725,84.15818918490326,79.54927951657885,46.221,97.21177445652174,8.988,32.71494814105633,71.471
,0,301.6345762685402,292.621,304.752,300.027,97118.083,96076.299,-5.446,0.341,5.453180193236714,0.353,0.0,0.000466830090393749,0.001,40.869,0.339,2887.503,337.12472982675195,0.00018991517436380773,0.375,1.059,2.103,1.1185108974358975,94.292,9.966,1.0,301.0289560691872,314.469,293.539,407.089,68.775,45.285,46.024,83.539,3.1886087160262413,26.534,70.092
,1,294.286,288.678,295.281,292.736,92987.886,99173.334,-5.625,0.23838879046545336,5.453180193236714,0.359,-0.0,0.001,-0.0,37.673,0.392,2729.02,337.12472982675195,-0.0,0.334,1.015,3.703,5.217,95.326,11.182,1.0,301.0289560691872,307.574,291.982,298.887,68.443,47.365,44.97,84.029,11.384,51.442,79.93625342679128
,0,307.839,283.485,298.41,293.333,95060.262,101498.164,0.1761047693510555,0.015,11.55,0.339,0.002,0.002,-0.001,40.829,0.404,2843.73,337.12472982675195,0.00018991517436380773,0.33,1.021,2.051,5.023,86.4,11.223,1.0,307.405,296.23,315.468,295.24,69.463,45.468,46.904,77.875,13.572,32.71494814105633,75.381
,1,301.6345762685402,282.952,403.001,299.81499398426655,78694.730882662,102503.256,-5.061,0.007,10.999,0.603,0.0,0.000466830090393749,-0.0,40.966,0.361,2852.425,337.12472982675195,-0.0,0.333,1.008,1.923,1.1185108974358975,93.666,10.605,1.0,307.678,295.224,298.4101307426054,300.622,72.985,79.54927951657885,73.29326036249014,82.838,13.412,32.71494814105633,72.467
,1,322.272,290.713,320.358,311.883,101296.953,96655.842,0.1761047693510555,0.23838879046545336,9.652,0.6765805065234076,0.001,-0.002,0.001,31.173630642085186,0.363,5626.523,167.38,0.0,0.302,0.914,1.799,1.1185108974358975,166.868981074579,9.759,1.0,296.432,303.45619514955536,311.198,303.831,71.724,45.089,43.681,97.21177445652174,3.1886087160262413,26.694,76.558
,1,311.136,300.417,321.965,313.21,100955.126,95867.243,0.1761047693510555,-0.271,9.064,0.288,0.00024330392943063353,-0.0,0.001,31.173630642085186,0.344,2640.156,58.872,0.001,0.276,0.845,1.821,1.1185108974358975,87.01,9.608,1.0,297.796,301.46,298.4101307426054,304.0114993913573,71.793,79.54927951657885,73.29326036249014,77.405,13.818,26.369,79.93625342679128
,1,311.901,298.3190619678335,300.4776422074919,299.81499398426655,94107.226,100580.168,0.1761047693510555,0.23838879046545336,5.453180193236714,0.298,0.0,0.001,0.0001823262839879154,39.03,0.279,25344.456596221018,149.994,0.0,0.305,2.043423367593712,3.273,4.169,93.583,8.955,1.0,314.416,313.509,305.557,301.157,72.593,49.334,45.998,77.898,14.25,27.568,75.321
,1,301.6345762685402,298.3190619678335,304.339,299.032,96027.275,104387.0666266772,0.1761047693510555,0.914,5.453180193236714,0.319,0.00024330392943063353,0.0,0.001,37.458,0.329,2802.077,369.307,-0.0,0.299,0.942,2.878,3.901,101.976,11.84,1.0,292.877,295.075,299.101,299.173,73.162,47.394,44.054,97.21177445652174,13.669,32.71494814105633,70.19
,1,318.996,304.538,300.4776422074919,310.34,94780.054,97547.888,-3.231,0.23838879046545336,7.408,0.6765805065234076,0.00024330392943063353,-0.0,-0.0,38.049,0.253,2908.19,337.12472982675195,-0.001,0.429,1.274,4.100759235668789,3.504,109.857,7.445,1.0,310.676,303.45619514955536,307.988,316.939,84.15818918490326,79.54927951657885,45.247,76.448,10.232,32.71494814105633,75.463
,1,300.549,299.278,290.814,292.206,101481.9,104387.0666266772,-3.009,1.86,7.397,0.356,0.0,0.0,-0.001,38.993,0.266,2698.052,416.874,0.002,0.393,1.138,2.278,3.52,127.678,7.428,1.0,293.043,320.95,523.02,304.964,72.538,47.088,46.415,80.182,8.833,26.408,76.295
,0,292.825,288.538,313.748,299.81499398426655,92517.156,98776.528,-2.737,0.23838879046545336,5.453180193236714,0.345,-0.001,0.000466830090393749,0.0,41.445,0.359,2641.132,508.111,-0.001,0.35,1.053,4.100759235668789,3.508,166.868981074579,6.653,1.0,301.0289560691872,316.082,306.589,318.541,71.274,45.608,73.29326036249014,83.449,8.236,27.866,69.976
,0,307.775,298.132,298.096,304.244,93851.222,102574.042,0.1761047693510555,0.23838879046545336,5.453180193236714,0.344,0.00024330392943063353,0.000466830090393749,0.0,38.769,0.7944468408262454,2672.285,677.494,-0.002,0.32,1.023,2.016,3.452,138.465,6.708,1.0,299.01,303.986,316.681,298.005,70.22,79.54927951657885,43.136,81.936,7.444,27.887,76.411
,1,301.6345762685402,292.097,300.4776422074919,288.428,97741.675,99951.749,-1.858,2.41,6.546,0.35,0.001,-0.0,-0.002,62.941,0.557,2786.856,721.963,0.001,0.351,1.006,2.205,3.215,142.226,6.406,1.0,316.974,303.45619514955536,298.4101307426054,304.0114993913573,71.798,46.241,45.12,80.39,6.729,32.71494814105633,69.753
,1,317.26,298.3190619678335,291.271,431.222,101425.212,104387.0666266772,-1.626,1.831,5.406,0.34,0.001,-0.001,0.001,39.646,0.627,2677.867,337.12472982675195,-0.001,0.462,2.043423367593712,2.211,1.1185108974358975,134.296,5.287,1.0,310.024,292.793,298.4101307426054,304.39,84.15818918490326,65.486,63.782,91.507,6.054,26.227,79.93625342679128
,1,301.6345762685402,311.795,296.64,299.81499398426655,93863.358,100654.112,0.1761047693510555,1.259,5.453180193236714,0.319,-0.0,0.0,0.0,41.679,0.724,2732.803,529.697,0.001,0.725,1.059,4.100759235668789,1.1185108974358975,121.289,4.275,1.0,294.15,301.663,287.577,315.666,71.924,65.114,62.097,89.23,3.1886087160262413,28.674,79.93625342679128
,1,311.889,298.3190619678335,309.482,299.81499398426655,99150.49,96042.754,-1.749,0.836,3.326,0.331,0.00024330392943063353,-0.001,-0.002,41.523,0.757,25344.456596221018,528.889,0.001,0.326,1.064,1.993,1.991,113.249,5.461412030755315,1.0,289.374,293.015,290.813,417.181,69.83,65.814,64.806,85.66,4.469,32.71494814105633,71.508
,1,446.438,304.42,299.421,294.248,100081.563,100886.559,-0.381,0.422,3.585,0.424,-0.002,0.0,0.002,41.244,0.96,2669.243,337.12472982675195,0.002,0.403,1.138,2.43,0.579,144.058,5.461412030755315,1.0,297.718,308.445,299.75,297.376,70.6,64.386,63.835,89.506,4.294,26.218,74.82
,0,304.195,286.123,294.473,315.907,97023.905,98234.488,-0.466,-0.087,3.454,0.452,0.0,-0.0,0.0001823262839879154,31.173630642085186,0.956,2822.036,1231.437,0.0,0.6797272583201269,2.043423367593712,2.509,0.475,84.907,3.596,1.0,309.492,302.593,515.652,294.54,71.935,65.522,63.375,88.269,3.1886087160262413,32.71494814105633,71.906
,0,304.982,309.815,289.051,299.357,78694.730882662,103109.367,-0.908,0.133,3.167,0.371,0.002,0.001,-0.001,39.619,0.966,2749.091,1145.893,0.001,0.362,1.159,2.148,0.888,98.612,3.13,1.0,301.0289560691872,299.149,285.729,304.0114993913573,84.15818918490326,79.54927951657885,63.537,89.83,3.1886087160262413,26.286,79.93625342679128
,0,316.79,304.996,300.4776422074919,299.81499398426655,96185.419,102010.006,-1.895,0.23838879046545336,4.141,0.554,-0.001,-0.001,0.0,43.189,0.7944468408262454,2905.73,1851.668,-0.001,0.526,1.62,2.935,1.941,100.882,4.068,1.0,298.06,298.972,292.897,292.95,75.547,79.54927951657885,62.706,97.21177445652174,3.999,27.901,71.17
,1,294.043,300.259,312.009,290.06,95464.036,104387.0666266772,-2.379,0.03,5.453180193236714,0.612,0.0,0.0,0.001,40.501,0.973,25344.456596221018,1052.462,-0.002,0.6797272583201269,1.803,3.401,2.473,89.926,6.103,1.0,297.756,313.395,288.169,292.981,71.324,63.118,62.949,87.963,4.478,32.71494814105633,72.854
,0,300.051,303.465,315.854,308.987,187935.851,100504.782,-2.803,0.123,5.453180193236714,0.445,0.0,-0.0,0.0,42.477,0.974,2817.174,957.66,0.001,0.444,1.375,2.625,1.1185108974358975,180.715,6.28,1.0,305.693,290.051,293.392,304.0114993913573,75.504,63.787,64.841,88.361,8.455,32.71494814105633,79.93625342679128
,1,301.6345762685402,298.3190619678335,303.211,289.702,78694.730882662,100536.622,-2.738,0.282,7.356,0.39,0.00024330392943063353,-0.0,0.002,41.903,0.926,2893.043,852.534,0.00018991517436380773,0.6797272583201269,2.043423367593712,4.100759235668789,2.869,93.181,7.48,1.0,307.799,293.871,312.159,296.096,71.995,113.439,73.29326036249014,90.74,5.125,26.834,69.899
,0,317.251,301.969,315.296,294.209,100388.381,103187.836,-3.008,0.499,7.953,0.788,-0.0,-0.0,-0.0,40.703,0.924,2845.933,337.12472982675195,0.0,0.425,2.043423367593712,2.563,2.988,166.868981074579,8.22,1.0,309.009,300.377,305.338,313.842,70.848,79.54927951657885,62.155,85.338,3.1886087160262413,26.136,74.634
,1,292.947,303.054,300.4776422074919,316.643,94611.962,102408.06,0.1761047693510555,0.23838879046545336,8.07,0.6765805065234076,-0.001,0.0,-0.0,40.884,0.956,2802.149,760.733,0.001,0.453,1.26,2.829,2.997,111.898,8.324,1.0,301.0289560691872,316.36,293.732,304.0114993913573,68.728,79.54927951657885,63.423,88.498,8.118,27.574,74.469
,0,301.6345762685402,298.3190619678335,308.701,307.774,99058.543,96299.183,-2.777,0.23838879046545336,7.668,0.485,0.001,-0.0,-0.001,40.315,0.973,2878.193,796.269,-0.001,0.493,1.4,2.99,2.798,166.868981074579,8.196,1.0,290.818,300.07,298.4101307426054,304.0114993913573,72.725,65.954,73.29326036249014,89.825,8.077,27.233,73.942
,1,300.984,291.432,312.455,579.035,99113.68,103301.139,-2.099,1.214,8.036,0.439,0.0,-0.0,0.0001823262839879154,40.136,0.969,2755.704,337.12472982675195,0.00018991517436380773,0.828,2.043423367593712,4.100759235668789,2.579,166.868981074579,7.73,1.0,313.548,295.615,312.068,321.182,73.112,69.03,65.023,89.461,7.782,28.56,75.405
,0,316.674,298.3190619678335,292.048,303.618,97699.018,103302.374,-1.508,1.568,7.254,0.6765805065234076,-0.002,-0.0,0.002,43.101,0.952,2729.851,991.354,-0.002,0.43,1.29,2.643,2.027,140.808,7.604,1.0,508.824,303.45619514955536,313.06,316.571,72.912,68.379,64.05,87.381,7.895,27.92,79.93625342679128
,1,314.388,298.3190619678335,484.903,317.031,96341.385,104387.0666266772,0.1761047693510555,0.569,6.577,0.533,-0.001,0.000466830090393749,0.0001823262839879154,41.648,0.7944468408262454,2861.655,1331.966,-0.001,0.56,1.631,4.100759235668789,1.249,122.109,6.55,1.0,289.638,307.432,306.514,317.827,69.53,63.83,64.987,97.21177445652174,3.1886087160262413,28.048,74.372
,1,296.941,304.12,300.35,303.832,99900.259,99883.584,-0.572,0.23838879046545336,5.173,0.745,0.00024330392943063353,-0.0,0.0,41.698,0.7944468408262454,25344.456596221018,1323.492,0.001,0.74,2.043423367593712,4.06,0.816,166.868981074579,5.298,1.0,293.925,303.45619514955536,309.485,637.75,72.35,64.409,64.358,84.433,6.271,28.655,121.697
,0,311.869,301.778,409.617,299.81499398426655,97576.824,104156.694,-0.178,0.23838879046545336,5.047,1.581,0.003,0.0,0.0,50.234,0.994,2847.216,337.12472982675195,0.001,1.574,3.866,7.696,1.1185108974358975,169.202,5.232,1.0,299.764,297.835,309.437,308.238,70.097,64.425,63.916,187.569,6.273,28.394,72.791
,1,291.91,312.054,305.89,299.81499398426655,99695.002,96047.888,0.1761047693510555,1.793,5.671,1.321,-0.0,0.002,0.002,45.735,0.982,25344.456596221018,1218.286,0.001,0.6797272583201269,3.74,6.677,1.856,166.868981074579,5.335,1.0,293.704,303.45619514955536,466.413,321.067,104.759,65.803,65.29,86.62,5.375,27.592,74.525
,0,316.526,310.535,311.662,308.578,78694.730882662,103060.06,1.235,4.003,5.337,0.6765805065234076,0.002,0.000466830090393749,-0.0,31.173630642085186,0.962,5337.876,1211.593,0.0,0.6797272583201269,2.043423367593712,4.984,2.427,201.874,5.461412030755315,1.0,307.98,295.918,310.394,311.072,84.15818918490326,63.323,59.919,97.21177445652174,3.1886087160262413,27.076,71.635
,1,301.6345762685402,299.611,317.074,317.611,78694.730882662,99859.046,1.564,2.35,5.037,0.655,0.0,-0.001,0.0,31.173630642085186,0.7944468408262454,2824.749,1084.685,0.001,0.6797272583201269,2.174,4.365,2.79,213.854,4.773,1.0,582.398,307.19,297.461,320.044,73.196,65.578,65.647,141.918,3.421,28.355,71.683
,1,314.761,298.259,306.044,310.832,98960.654,100942.383,2.273,2.355,5.086,0.887,0.0,-0.002,0.0,44.637,0.985,25344.456596221018,1012.296,-0.001,0.898,2.699,4.100759235668789,3.229,225.346,5.265,1.0,318.25,293.039,295.365,292.183,84.15818918490326,63.534,125.024,84.799,3.063,28.293,74.127
,1,290.555,295.584,291.773,288.338,100122.804,104387.0666266772,2.381,2.448,6.135,1.571,0.002,-0.002,0.002,48.436,0.7944468408262454,25344.456596221018,1068.942,0.0,1.46,4.122,7.758,3.377,219.977,5.928,1.0,302.862,294.253,312.734,307.258,71.173,89.774,62.439,88.055,2.495,26.228,71.526
,1,286.232,283.928,295.184,309.939,96582.876,96908.737,2.362,2.759,5.815,2.269,0.002,0.000466830090393749,0.002,52.414,0.953,2676.478,1051.87,0.001,2.239,5.867,11.13,1.1185108974358975,211.858,5.461412030755315,1.0,305.441,303.253,308.853,322.033,72.453,79.54927951657885,61.048,91.951,2.06,27.764,76.412
,0,296.363,311.65,287.368,306.88,98828.58,102332.338,2.507,0.23838879046545336,6.38,1.228,0.001,0.002,0.001,47.717,1.032,2697.539,974.497,0.001,1.259,2.043423367593712,7.618,1.1185108974358975,218.865,6.425,1.0,302.957,318.647,298.4101307426054,302.319,92.279,76.581,68.669,95.086,1.834,28.804,74.95
,1,313.108,443.448,300.4776422074919,300.427,78694.730882662,144307.939,2.712,2.912,6.74,1.098,0.002,-0.0,0.001,47.558,1.024,2890.033,1019.396,0.0,1.108,3.792,7.261,1.1185108974358975,214.149,6.824,1.0,301.0289560691872,305.738,308.904,316.798,92.582,79.54927951657885,120.452,96.297,1.432,26.472,74.185
,0,290.446,284.588,305.508,302.593,96703.163,104909.627,3.044,0.23838879046545336,6.913,0.981,0.001,-0.0,0.001,47.559,1.017,2901.661,2054.137,0.00018991517436380773,1.04,3.129,6.427,4.066,233.929,6.512,1.0,310.375,290.616,298.4101307426054,304.0114993913573,86.883,71.956,69.756,92.106,2.387,27.716,71.172
,1,313.736,298.3190619678335,292.781,313.43,78694.730882662,102084.004,2.929,2.376,6.692,1.253,0.00024330392943063353,-0.001,0.001,47.331,0.985,5108.402,745.463,0.00018991517436380773,0.6797272583201269,3.48,7.02,3.711,227.661,6.574,1.0,299.071,290.65,298.4101307426054,627.226,181.798,76.892,73.29326036249014,94.555,1.194,28.307,72.863
,1,293.002,286.598,300.4776422074919,291.489,92645.327,104387.0666266772,3.023,0.23838879046545336,5.453180193236714,1.779,0.001,0.003,0.002,48.27,1.039,2905.529,790.053,-0.0,1.658,4.451,8.804,3.533,235.106,5.993,1.0,285.798,292.432,310.178,302.428,85.915,129.577,136.377,90.413,1.212,26.258,73.267
,1,301.6345762685402,460.603,303.283,306.119,97556.796,104320.181,2.917,1.843,5.909,2.147,0.001,0.000466830090393749,0.002,50.145,0.992,2659.679,700.624,0.002,1.995,5.468,10.973,3.442,229.097,5.461412030755315,1.0,299.309,317.9,304.771,424.458,93.194,73.485,71.709,90.312,1.171,28.004,73.732
,1,286.837,300.515,302.353,306.433,78694.730882662,99970.023,3.204,2.072,5.388,2.176,-0.0,0.0,0.0001823262839879154,51.267,1.0,2730.686,584.358,0.001,2.038,6.154,11.332,1.1185108974358975,166.868981074579,5.776,1.0,314.738,316.01,293.705,303.994,93.79,71.212,71.678,97.21177445652174,3.1886087160262413,32.71494814105633,76.19
,1,299.267,311.394,300.4776422074919,602.761,99019.778,104387.0666266772,3.603,2.385,5.453180193236714,1.893,0.0,0.001,0.001,46.954,0.965,2820.116,617.326,-0.0,1.973,5.805,10.642,4.608,231.64,5.843,1.0,301.182,312.483,298.4101307426054,307.187,87.436,79.54927951657885,73.29326036249014,91.38,1.137,32.71494814105633,79.93625342679128
,1,306.986,290.86,302.191,292.927,99382.587,102993.074,4.191,4.165,6.554,1.46,0.00024330392943063353,0.0,0.001,47.64,0.964,2718.216,622.788,0.0,1.479,4.662,8.872,4.613,246.712,6.307,1.0,306.186,298.861,290.836,304.0114993913573,88.352,73.116,114.44,92.882,1.099,28.123,74.356
,0,288.527,298.134,289.465,285.801,97280.426,99916.414,4.36,2.885,7.488,1.342,0.00024330392943063353,0.0,-0.0,46.63,0.944,2909.277,746.32,-0.002,1.364,4.103,4.100759235668789,5.338,225.47,5.461412030755315,1.0,301.0289560691872,534.091,313.072,296.123,85.279,74.407,73.29326036249014,98.039,3.1886087160262413,27.645,73.375
,0,290.801,286.276,286.133,299.81499398426655,78694.730882662,101345.516,4.691,2.598,8.083,0.98,0.001,0.001,0.0001823262839879154,42.145,0.7944468408262454,25344.456596221018,842.96,0.00018991517436380773,1.043,2.043423367593712,7.461,5.306,235.29,16.328,1.0,286.075,303.45619514955536,298.4101307426054,295.821,93.99,74.599,68.84,92.715,2.744,27.423,79.93625342679128
,0,294.3,298.3190619678335,300.4776422074919,299.81499398426655,97170.543,97136.867,4.772,2.531,7.742,0.734,0.001,0.000466830090393749,0.001,40.699,0.944,2683.302,1070.751,0.00018991517436380773,0.6797272583201269,2.667,5.623,5.459,237.754,7.388,1.0,301.581,304.929,310.254,305.402,133.41,71.974,73.016,90.051,3.584,32.71494814105633,79.93625342679128
,0,301.6345762685402,533.734,308.469,303.185,94619.519,95830.137,0.1761047693510555,0.23838879046545336,10.102,0.468,0.001,0.000466830090393749,0.0,40.951,1.02,2805.829,1168.098,0.00018991517436380773,0.6797272583201269,2.043423367593712,4.322,5.588,252.738,10.119,1.0,301.0289560691872,300.826,296.281,308.11,88.427,70.289,72.225,91.949,4.087,27.819,75.303
,1,301.6345762685402,298.3190619678335,316.828,309.18,93312.887,103277.876,4.563,2.552,5.453180193236714,0.597,0.001,0.000466830090393749,-0.0,31.173630642085186,0.7944468408262454,2829.57,1134.062,0.001,0.611,1.773,4.436,5.367,166.868981074579,9.764,1.0,285.892,289.571,288.591,307.22,84.15818918490326,73.731,71.658,96.529,5.265,26.615,70.797
,1,308.689,298.736,313.772,297.231,99290.744,104387.0666266772,0.1761047693510555,2.768,10.016,0.959,0.001,-0.0,-0.001,46.407,1.032,25344.456596221018,928.95,0.001,1.681,2.594,5.313,5.416,229.72,9.649,1.0,305.869,317.424,311.167,314.206,85.699,79.54927951657885,69.514,90.715,5.692,28.239,69.615
,0,301.6345762685402,298.3190619678335,315.865,313.63,99878.862,104387.0666266772,4.545,2.726,5.453180193236714,1.265,-0.0,0.001,0.0,45.453,1.036,2803.348,965.466,0.00018991517436380773,1.268,3.308,6.086,5.318,462.777,9.822,1.0,304.592,303.45619514955536,304.967,314.63,92.513,73.265,73.29326036249014,89.189,5.55,27.241,72.353
,0,290.564,284.122,312.554,299.603,93681.175,101682.092,4.916,2.908,5.453180193236714,0.6765805065234076,0.00024330392943063353,-0.001,0.0,44.417,0.986,2898.087,888.512,0.0,0.89,2.75,4.100759235668789,1.1185108974358975,238.125,10.288,1.0,307.771,304.685,293.818,318.121,89.388,76.133,70.191,94.487,3.1886087160262413,40.081,71.704
,0,294.917,298.3190619678335,428.162,310.617,78694.730882662,100587.06,4.378,0.23838879046545336,9.785,0.602,-0.001,0.002,0.001,44.494,2.102,2728.785,930.858,0.00018991517436380773,0.594,1.984,4.100759235668789,6.896,166.868981074579,5.461412030755315,1.0,308.206,304.425,300.932,314.443,92.075,75.493,71.165,97.21177445652174,5.584,26.182,69.894
,1,292.635,292.724,315.994,295.207,100994.297,104520.391,0.1761047693510555,2.919,8.36,0.647,0.002,-0.001,0.0001823262839879154,31.173630642085186,0.956,25344.456596221018,934.738,0.001,0.6797272583201269,2.043423367593712,4.100759235668789,4.529,166.868981074579,8.329,1.0,301.0289560691872,294.071,304.76,304.0114993913573,84.15818918490326,72.921,72.079,95.916,5.542,26.652,72.457
