time_utc,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon,time_local,label,_target_orig,date,new_label
,304.498,287.891,299.505,,83105.967,102315.586,-1.059,-0.44,10.826,,0.003,0.002,0.0,,0.973,12965.773,160.663,0.001,3.847,,23.046,0.87,58.666,10.84,,294.572,297.869,298.714,284.414,94.094,97.612,85.483,100.713,,29.451,79.456,2013-06-16 04:30:00+05:30,1.043,2013-06-15 23:00:00,2013-06-16,0
,299.052,297.803,287.224,284.008,,102938.535,,-0.664,10.19,4.327,0.002,0.002,0.004,54.007,0.967,12668.688,193.401,0.001,,13.11,25.813,0.969,40.971,9.849,,299.918,290.135,295.286,,92.269,93.087,83.84,97.569,,30.439,76.054,2013-06-16 05:30:00+05:30,0.987,2013-06-16 00:00:00,2013-06-16,0
,,293.132,290.902,303.009,84689.128,99586.193,,-0.781,,4.144,0.002,0.003,0.002,56.508,0.961,23308.614,184.937,0.0,4.204,12.684,24.217,0.937,35.18,10.385,,292.127,299.39,286.202,,91.827,93.956,84.457,,2.607,29.082,,2013-06-16 06:30:00+05:30,,2013-06-16 01:00:00,2013-06-16,0
,293.771,287.874,301.518,296.405,82046.586,,-0.626,-0.574,8.747,3.918,0.002,,0.002,50.737,0.965,12947.105,155.276,0.003,3.864,11.819,23.707,0.825,45.823,8.68,,305.27,293.312,,305.294,,95.966,,93.268,,30.355,77.617,2013-06-16 07:30:00+05:30,1.815,2013-06-16 02:00:00,2013-06-16,0
,286.547,300.301,283.905,290.217,86799.115,,-0.543,-0.349,8.202,4.406,-0.001,0.004,,,1.0,,,0.001,4.606,12.92,24.357,0.654,54.568,8.318,1.0,298.369,,280.889,281.077,92.209,97.41,83.776,101.374,2.094,29.958,,2013-06-16 08:30:00+05:30,0.996,2013-06-16 03:00:00,2013-06-16,0
,289.907,,625.558,298.492,88027.437,100684.802,-0.568,-0.439,9.14,,0.001,,0.002,58.029,,,46.577,-0.0,4.628,12.914,25.9,0.694,53.509,9.209,,301.827,298.061,305.409,306.634,85.612,91.039,,97.792,1.795,29.456,79.497,2013-06-16 09:30:00+05:30,0.974,2013-06-16 04:00:00,2013-06-16,0
,,280.14,280.284,299.424,90029.601,97868.952,-0.68,-0.961,11.706,,0.001,0.005,,,,13293.105,38.705,0.002,5.294,14.697,,0.853,48.259,11.254,,306.72,289.517,297.372,302.253,90.82,94.213,90.946,94.382,1.777,28.899,78.94,2013-06-16 10:30:00+05:30,1.911,2013-06-16 05:00:00,2013-06-16,0
,283.094,299.63,287.57,302.629,84752.537,98966.163,-0.753,,,,0.001,0.004,0.001,56.498,,,95.8,0.0,5.008,15.582,,,50.847,13.592,,300.46,284.79,280.533,300.897,89.099,98.318,85.248,,1.532,31.082,75.985,2013-06-16 11:30:00+05:30,1.032,2013-06-16 06:00:00,2013-06-16,0
,,292.484,,306.631,89374.515,96094.57,-0.593,-0.542,8.985,4.687,0.002,0.001,0.0,52.025,1.043,,190.089,0.0,,11.739,23.836,0.83,,8.624,,296.126,294.981,301.126,279.884,113.666,93.145,88.163,101.859,1.252,,77.861,2013-06-16 12:30:00+05:30,0.95,2013-06-16 07:00:00,2013-06-16,0
,297.134,278.996,306.775,291.94,88358.754,102844.344,-0.64,-0.273,9.174,4.291,0.001,0.002,0.0,58.199,1.008,12467.105,186.675,0.001,4.226,12.294,26.104,0.669,,,,297.874,,303.584,281.544,89.305,91.151,91.745,97.944,0.784,30.095,79.969,2013-06-16 13:30:00+05:30,0.969,2013-06-16 08:00:00,2013-06-16,0
,282.6,292.204,298.691,291.048,,104984.326,-0.475,0.07,10.469,,0.001,0.005,-0.002,57.857,1.915,,220.585,0.002,4.431,11.55,25.252,0.492,,9.925,,,277.923,,,90.737,93.676,85.904,96.397,0.602,,82.446,2013-06-16 14:30:00+05:30,1.005,2013-06-16 09:00:00,2013-06-16,0
,281.469,294.07,307.54,288.101,89226.396,102285.105,-0.086,-0.935,11.135,4.649,0.001,0.005,0.0,,1.033,13228.919,177.436,0.003,4.396,,26.391,0.902,5.32,11.286,,286.21,278.514,296.257,,93.357,91.145,89.327,99.552,1.213,30.215,80.279,2013-06-16 15:30:00+05:30,,2013-06-16 10:00:00,2013-06-16,0
,579.088,303.928,,303.791,83689.535,103162.081,-0.023,-0.961,11.5,4.461,0.001,0.003,0.001,,0.946,12796.282,168.774,,4.562,13.384,23.895,0.744,1.903,10.734,,,302.397,305.553,297.01,90.118,94.697,89.665,99.624,0.893,31.021,79.345,2013-06-16 16:30:00+05:30,1.009,2013-06-16 11:00:00,2013-06-16,0
,282.38,299.664,285.12,304.843,86328.592,,-0.338,-0.402,10.498,3.679,-0.001,0.002,,52.885,1.003,12784.12,116.77,0.001,3.523,11.282,33.875,0.863,40.762,10.171,,288.691,292.97,295.849,306.289,87.264,92.651,84.717,94.655,1.132,,77.106,2013-06-16 17:30:00+05:30,0.988,2013-06-16 12:00:00,2013-06-16,0
,,,288.329,288.957,87385.717,101840.545,-0.356,,9.232,,,0.002,0.001,99.718,1.024,13350.918,116.41,-0.0,,11.407,23.425,0.342,86.147,8.741,,287.64,278.398,304.689,291.541,90.983,92.615,91.821,96.646,0.907,40.681,75.026,2013-06-16 18:30:00+05:30,0.98,2013-06-16 13:00:00,2013-06-16,0
,305.556,280.856,307.423,302.914,,105084.812,,,,3.699,0.002,0.002,-0.0,,1.384,13646.245,116.332,0.001,3.84,10.816,21.088,0.409,98.382,10.325,,283.43,302.17,289.846,,,94.72,89.115,98.481,0.506,,76.191,2013-06-16 19:30:00+05:30,1.033,2013-06-16 14:00:00,2013-06-16,0
,281.789,,285.539,,,98921.09,-0.603,-0.087,9.695,4.614,0.001,0.002,0.002,58.198,,,118.645,0.001,7.279,13.238,25.906,0.614,82.32,10.542,,,,289.828,306.981,92.538,93.703,86.529,100.508,0.881,30.532,82.478,2013-06-16 20:30:00+05:30,1.033,2013-06-16 15:00:00,2013-06-16,0
,302.602,280.736,290.306,,,98374.493,-1.72,-0.493,10.311,5.773,0.003,0.006,0.001,62.637,0.986,12718.818,65.793,0.0,,15.441,29.117,1.057,101.092,9.733,,,288.361,290.845,289.486,93.438,98.556,83.994,94.941,1.059,29.033,,2013-06-16 21:30:00+05:30,1.049,2013-06-16 16:00:00,2013-06-16,0
,281.788,302.744,,454.764,83431.85,96920.583,-1.109,-0.657,10.319,,-0.0,0.006,0.003,68.732,,12663.81,,0.002,6.856,17.94,34.24,1.259,61.782,10.043,,,280.028,,285.146,94.158,95.684,85.774,101.476,,29.552,80.58,2013-06-16 22:30:00+05:30,1.019,2013-06-16 17:00:00,2013-06-16,0
,303.627,281.639,284.01,295.123,,96808.511,-1.215,-0.455,,7.967,0.002,,0.004,74.529,1.047,13003.538,,0.003,,21.34,39.485,1.294,,7.527,,,,283.196,280.106,88.177,94.571,84.878,99.85,0.734,31.123,75.309,2013-06-16 23:30:00+05:30,,2013-06-16 18:00:00,2013-06-16,0
,,297.531,281.815,280.723,82762.445,98700.149,,-0.418,12.438,7.174,0.002,0.007,0.002,,0.987,12766.524,31.676,0.004,,23.116,39.721,1.195,,,,,292.993,281.437,304.269,87.081,87.48,91.328,93.855,0.765,,76.739,2013-06-17 00:30:00+05:30,0.961,2013-06-16 19:00:00,2013-06-17,0
,287.585,299.79,303.566,305.929,115790.303,103340.082,-1.141,-0.54,12.233,8.99,0.003,0.013,0.002,81.98,,12718.611,35.192,0.002,8.562,26.222,,1.309,63.673,,,299.24,281.372,304.155,286.218,88.414,91.065,88.495,,,29.981,77.394,2013-06-17 01:30:00+05:30,0.966,2013-06-16 20:00:00,2013-06-17,0
,297.099,300.54,306.253,481.506,,101321.454,-1.124,,10.939,9.131,0.003,0.009,0.002,,1.014,12766.809,33.425,0.004,,26.646,49.339,1.18,88.782,10.7,,294.705,290.53,295.213,304.463,95.091,,90.585,94.997,0.768,31.419,78.3,2013-06-17 02:30:00+05:30,0.995,2013-06-16 21:00:00,2013-06-17,0
,279.172,299.339,299.346,290.327,85776.27,96594.993,,-0.408,,,0.001,0.016,0.003,83.606,0.963,12854.701,22.995,,16.465,25.922,48.7,0.988,66.773,,,300.727,295.438,293.82,305.924,173.108,89.203,,99.413,1.056,30.691,78.283,2013-06-17 03:30:00+05:30,,2013-06-16 22:00:00,2013-06-17,0
,294.773,299.803,276.962,303.014,,95279.386,-0.719,,9.02,8.553,,0.008,0.004,82.014,1.034,20774.856,19.546,0.003,8.287,24.803,78.271,0.977,47.738,8.806,,,299.953,288.746,301.902,95.195,179.267,87.411,95.003,,,77.818,2013-06-17 04:30:00+05:30,1.961,2013-06-16 23:00:00,2013-06-17,0
,,284.55,292.423,278.149,,97865.161,-1.027,-0.682,9.535,15.204,,,0.003,,1.004,23945.083,35.795,,,22.01,,1.176,53.97,9.697,1.0,300.485,283.665,,296.264,86.334,94.225,87.972,93.764,1.153,29.277,80.252,2013-06-17 05:30:00+05:30,1.039,2013-06-17 00:00:00,2013-06-17,1
,573.929,,295.106,408.624,86525.963,101126.138,-2.072,-0.654,11.56,5.92,0.001,0.006,,62.367,0.972,13254.423,,-0.002,5.871,19.415,40.522,,61.228,22.622,,,,280.722,287.939,89.182,96.157,,94.934,1.088,29.676,82.408,2013-06-17 06:30:00+05:30,0.98,2013-06-17 01:00:00,2013-06-17,1
,,288.604,292.37,302.299,84009.51,94995.66,-1.279,-0.788,15.605,5.401,0.002,0.003,0.003,63.185,0.954,12766.482,72.52,0.001,5.282,16.695,37.845,,56.511,10.599,,,293.228,288.888,,92.425,87.48,,91.591,1.408,30.813,76.648,2013-06-17 07:30:00+05:30,0.989,2013-06-17 02:00:00,2013-06-17,0
,294.172,287.349,286.725,300.55,87766.375,102753.519,-1.488,-0.66,13.73,,0.002,0.006,0.002,,2.07,13019.234,73.119,0.003,10.442,15.677,36.955,1.616,66.851,14.378,1.0,,297.72,296.047,,92.797,,,93.438,,,,2013-06-17 08:30:00+05:30,,2013-06-17 03:00:00,2013-06-17,0
,293.867,,294.086,295.41,,146940.718,-1.527,-0.69,,5.772,0.002,0.005,0.003,66.357,0.981,13311.238,134.926,,5.891,15.804,34.982,1.697,65.3,15.978,,282.699,,285.591,285.471,93.106,94.659,,96.994,1.453,30.866,81.834,2013-06-17 09:30:00+05:30,2.025,2013-06-17 04:00:00,2013-06-17,2
,289.402,301.26,306.283,290.386,,98391.4,-1.641,-0.579,15.66,13.92,,0.006,0.006,71.673,1.021,17225.318,,,7.509,20.024,38.817,1.802,67.083,16.25,,290.97,286.872,279.424,517.722,,87.22,88.658,94.972,,,77.778,2013-06-17 10:30:00+05:30,1.004,2013-06-17 05:00:00,2013-06-17,2
,277.405,279.562,304.683,292.983,82926.748,96837.346,,-0.442,14.522,8.513,0.002,0.008,0.003,,1.014,13708.343,203.47,,8.395,24.623,43.49,1.688,77.379,,,293.439,306.588,293.933,,87.342,89.402,90.102,168.282,1.984,30.598,81.783,2013-06-17 11:30:00+05:30,1.026,2013-06-17 06:00:00,2013-06-17,0
,282.577,279.038,301.963,290.965,83590.114,99923.58,-2.33,-0.442,14.726,9.039,0.004,0.008,0.002,83.071,1.009,,208.786,0.002,,24.514,,,78.563,,,285.493,,289.357,287.221,90.152,,91.386,92.868,1.513,29.129,81.08,2013-06-17 12:30:00+05:30,0.999,2013-06-17 07:00:00,2013-06-17,0
,302.843,301.001,293.356,282.668,87988.248,100083.954,-1.171,,14.497,10.23,0.004,0.008,0.002,,0.987,13055.113,174.698,0.003,9.657,27.723,52.422,,85.991,13.704,,282.438,,,290.743,94.66,89.479,86.311,96.167,1.35,31.29,78.032,2013-06-17 13:30:00+05:30,,2013-06-17 08:00:00,2013-06-17,0
,302.991,294.704,307.674,307.412,88955.467,96398.207,-1.143,,9.933,9.196,,0.011,0.003,86.932,1.01,24951.016,293.572,0.003,9.177,27.437,53.915,1.12,,9.923,,,304.35,300.11,303.049,,95.255,,93.751,1.139,,,2013-06-17 14:30:00+05:30,0.982,2013-06-17 09:00:00,2013-06-17,0
,287.866,289.135,285.28,,83304.67,96753.907,,-0.668,10.976,,0.002,0.009,0.002,78.571,1.012,13207.535,117.65,,8.922,,52.875,0.983,332.246,,,,300.546,,298.016,92.15,95.958,84.054,99.37,1.482,29.266,75.97,2013-06-17 15:30:00+05:30,1.025,2013-06-17 10:00:00,2013-06-17,0
,281.965,,291.625,286.068,86415.99,94951.224,-0.213,-0.519,,8.433,0.001,0.015,0.003,76.134,0.997,,150.118,0.001,8.306,24.029,51.185,0.747,20.824,7.846,,283.214,304.521,,285.463,86.315,90.165,,,1.356,30.88,,2013-06-17 16:30:00+05:30,1.02,2013-06-17 11:00:00,2013-06-17,0
,302.25,606.626,279.772,,86471.567,,-0.424,,,8.234,0.004,0.006,0.003,74.314,1.521,13616.641,193.091,0.002,7.669,,64.979,,,10.952,,,,285.976,285.782,,91.536,90.574,,1.069,30.853,75.081,2013-06-17 17:30:00+05:30,0.95,2013-06-17 12:00:00,2013-06-17,0
,299.492,290.307,280.819,295.613,86498.472,103301.631,-0.557,,9.382,7.431,0.002,0.006,,67.867,1.014,13659.635,,0.002,6.892,,45.774,0.723,46.894,10.123,,294.514,285.244,297.404,289.554,89.191,87.607,89.808,,,29.962,79.793,2013-06-17 18:30:00+05:30,0.961,2013-06-17 13:00:00,2013-06-17,0
,279.299,,305.162,285.835,81377.821,96222.912,,-0.549,10.213,,0.003,0.005,0.001,67.889,,12415.834,40.154,0.002,6.389,20.457,38.891,1.025,59.467,11.124,,289.445,292.505,285.668,290.346,90.678,93.475,85.578,90.8,0.853,29.57,75.607,2013-06-17 19:30:00+05:30,0.988,2013-06-17 14:00:00,2013-06-17,0
,298.715,290.733,289.083,302.759,83695.751,,-0.984,-0.395,10.372,5.23,0.002,0.005,0.002,62.162,,,12.217,0.001,5.302,16.744,36.137,1.016,68.455,,1.0,301.066,293.084,295.983,307.282,89.16,92.075,86.756,98.323,,30.004,74.957,2013-06-17 20:30:00+05:30,0.986,2013-06-17 15:00:00,2013-06-17,0
,,302.502,289.232,,88720.07,208828.236,-1.017,-0.678,9.367,4.434,0.003,0.003,0.002,55.833,0.991,13177.618,45.217,0.002,4.5,,,2.095,,9.724,,,285.107,302.662,293.737,89.836,88.633,,94.41,1.041,30.697,80.946,2013-06-17 21:30:00+05:30,1.047,2013-06-17 16:00:00,2013-06-17,0
,292.574,290.867,289.819,,,,,-0.894,9.356,3.59,-0.0,0.002,0.002,48.791,0.895,13588.127,74.83,0.001,,11.611,26.82,1.343,,9.404,,302.424,,295.735,287.503,90.704,93.106,84.184,91.005,1.038,30.672,,2013-06-17 22:30:00+05:30,1.006,2013-06-17 17:00:00,2013-06-17,0
,279.687,284.02,292.977,297.21,88654.207,103609.091,-0.956,-0.847,8.613,2.97,0.002,0.002,,46.769,0.932,13417.874,130.916,0.001,3.23,10.05,,1.245,48.082,7.921,,293.612,306.166,,290.39,88.351,92.018,91.704,94.786,1.173,31.081,79.458,2013-06-17 23:30:00+05:30,0.987,2013-06-17 18:00:00,2013-06-17,0
,287.044,303.62,,295.083,86059.636,104013.724,-0.447,-0.683,6.27,1.245,,-0.0,,,0.862,,105.243,0.0,1.228,5.037,,0.773,,10.419,,299.432,304.354,278.119,297.423,86.699,77.674,72.119,92.836,1.114,30.414,,2013-06-18 00:30:00+05:30,,2013-06-17 19:00:00,2013-06-18,0
,289.258,282.638,287.383,,,96393.854,,-0.697,5.859,1.208,-0.001,-0.001,-0.0,,0.996,12970.626,,0.0,1.194,,11.366,0.773,9.169,5.74,,292.75,,280.38,,82.297,78.981,71.731,98.354,,30.002,,2013-06-18 01:30:00+05:30,0.96,2013-06-17 20:00:00,2013-06-18,0
,285.434,293.106,284.715,301.382,85720.407,,,-0.671,4.284,1.087,0.0,0.002,0.0,,0.94,13620.973,96.712,0.001,1.053,3.121,9.113,0.671,15.341,,,305.658,286.626,292.993,,82.884,80.338,72.423,96.687,1.117,29.724,77.961,2013-06-18 02:30:00+05:30,1.043,2013-06-17 21:00:00,2013-06-18,0
,576.567,277.782,291.828,286.339,87088.927,,-0.328,-0.636,3.896,1.588,,0.0,0.001,33.136,0.906,12904.119,188.661,0.0,1.071,2.984,,,25.621,3.815,,286.483,300.027,294.469,303.385,84.633,79.3,74.643,92.348,,30.496,75.188,2013-06-18 03:30:00+05:30,0.963,2013-06-17 22:00:00,2013-06-18,0
,417.363,301.883,298.256,299.259,87790.006,153958.231,-0.446,-0.437,3.133,0.671,,-0.0,0.0,,0.944,12908.37,129.086,,0.669,2.294,5.148,,44.774,2.973,,298.82,310.878,,299.275,86.443,75.576,,93.266,0.719,29.177,79.257,2013-06-18 04:30:00+05:30,,2013-06-17 23:00:00,2013-06-18,0
,305.121,,284.225,301.275,,99144.245,-0.904,-0.384,3.134,,-0.0,,-0.0,30.663,0.961,13619.458,92.186,,0.338,1.335,3.098,0.699,54.528,3.115,,304.003,306.046,,294.867,84.492,80.886,,,0.636,,77.392,2013-06-18 05:30:00+05:30,,2013-06-18 00:00:00,2013-06-18,0
,,,,280.203,87275.376,103185.091,-0.693,-0.368,3.484,0.134,-0.001,,0.0,,0.774,13026.019,,0.001,0.136,0.642,1.995,0.786,63.83,3.412,,300.786,289.965,298.844,592.847,87.877,78.186,,98.8,0.855,,81.318,2013-06-18 06:30:00+05:30,,2013-06-18 01:00:00,2013-06-18,0
,293.329,,306.907,280.798,86430.347,,-0.726,-0.143,,0.081,0.001,,0.001,,,12576.677,224.039,0.002,,0.346,1.511,0.732,,3.557,,304.633,297.155,293.921,286.389,119.95,74.549,74.365,,1.831,28.866,,2013-06-18 07:30:00+05:30,0.973,2013-06-18 02:00:00,2013-06-18,0
,,288.403,292.865,285.216,87291.955,141687.754,-0.41,0.447,3.604,0.054,-0.001,0.001,-0.001,27.081,0.799,13030.996,257.588,-0.001,0.056,0.195,1.02,,139.942,3.757,,304.578,299.805,301.134,282.862,84.513,80.193,72.947,142.711,2.82,30.146,80.066,2013-06-18 08:30:00+05:30,0.993,2013-06-18 03:00:00,2013-06-18,0
,303.26,296.667,288.83,303.187,84856.314,95503.61,0.214,0.929,,0.048,0.0,-0.001,-0.001,27.947,,12471.157,197.858,,0.045,0.177,0.643,1.023,194.121,3.574,,280.558,310.772,,294.543,85.762,76.419,72.271,96.772,3.032,,,2013-06-18 09:30:00+05:30,1.035,2013-06-18 04:00:00,2013-06-18,0
,309.608,290.132,294.265,295.171,89581.262,96067.438,0.427,0.886,4.263,0.046,0.001,0.0,0.002,29.11,1.353,17433.934,,0.001,0.042,,0.487,0.997,,4.068,,,284.527,283.143,,83.083,76.071,71.756,96.941,4.216,28.819,74.925,2013-06-18 10:30:00+05:30,,2013-06-18 05:00:00,2013-06-18,0
,289.073,286.775,,295.45,88637.713,99782.561,0.554,0.786,4.488,0.051,0.0,0.0,,43.212,0.997,13411.162,350.929,,0.049,0.184,0.471,0.971,210.123,4.609,,281.375,283.934,292.521,304.287,,78.441,71.544,95.154,7.52,29.647,80.699,2013-06-18 11:30:00+05:30,1.036,2013-06-18 06:00:00,2013-06-18,0
,282.564,292.325,290.38,299.47,,100071.031,0.406,0.65,3.493,0.062,-0.001,0.0,0.002,28.448,0.978,,253.407,0.001,0.066,0.212,0.512,0.714,209.869,3.656,,305.018,282.038,298.646,311.174,111.617,76.678,153.38,95.21,,30.124,79.423,2013-06-18 12:30:00+05:30,0.954,2013-06-18 07:00:00,2013-06-18,0
,307.723,282.406,,305.401,82980.74,101403.665,,0.555,,0.081,-0.001,-0.001,-0.003,29.804,0.95,13210.789,319.094,0.001,0.084,0.236,0.564,0.563,178.716,3.205,,296.662,299.232,298.061,297.001,81.874,78.643,75.395,99.471,4.089,30.946,82.14,2013-06-18 13:30:00+05:30,0.98,2013-06-18 08:00:00,2013-06-18,0
,284.021,285.731,300.24,,88871.638,98576.729,0.404,0.671,6.137,,0.002,-0.001,0.002,27.377,0.806,13450.954,363.531,,0.111,0.306,,0.802,206.519,3.798,,297.646,286.511,297.792,,86.521,80.224,74.249,,4.712,29.271,76.462,2013-06-18 14:30:00+05:30,0.975,2013-06-18 09:00:00,2013-06-18,0
,304.141,279.472,302.96,291.021,83016.466,104433.399,3.181,,4.411,0.111,-0.0,-0.002,-0.001,,0.935,12437.634,,0.0,0.11,0.353,0.725,,,4.554,,291.603,283.903,282.2,308.659,82.416,81.744,75.674,100.243,4.208,,146.323,2013-06-18 15:30:00+05:30,,2013-06-18 10:00:00,2013-06-18,0
,294.881,,290.993,305.301,87360.489,98926.358,,0.007,,,-0.001,-0.0,,26.443,0.692,13320.364,175.877,0.0,0.26,,0.852,1.264,264.753,4.971,,303.564,,,287.812,88.187,107.147,151.781,136.41,4.552,29.426,81.045,2013-06-18 16:30:00+05:30,,2013-06-18 11:00:00,2013-06-18,0
,287.702,298.036,,308.817,85754.559,100666.64,,0.007,4.797,0.108,-0.0,0.001,0.0,26.799,0.565,12827.922,212.752,0.001,0.118,0.371,0.729,0.998,265.344,4.736,,295.23,302.796,282.791,283.758,82.262,79.728,77.936,100.35,,30.576,,2013-06-18 17:30:00+05:30,1.297,2013-06-18 12:00:00,2013-06-18,0
,305.923,283.979,,306.085,,99542.923,0.99,0.652,4.284,-0.004,,-0.001,-0.0,26.019,0.422,12715.635,345.68,0.001,,,0.301,2.206,242.261,4.279,,291.276,302.311,291.319,289.064,84.935,79.345,76.477,100.74,,30.346,76.553,2013-06-18 18:30:00+05:30,,2013-06-18 13:00:00,2013-06-18,0
,302.317,294.114,303.673,302.48,81773.207,102506.627,,0.518,3.552,-0.014,0.0,-0.002,-0.001,24.526,0.404,13606.667,465.874,0.001,,0.04,0.27,1.141,243.715,,,295.25,,302.488,,,74.56,75.945,173.127,,29.095,79.317,2013-06-18 19:30:00+05:30,0.968,2013-06-18 14:00:00,2013-06-18,0
,302.529,284.868,293.978,504.707,82908.246,99682.7,,0.344,2.997,-0.019,0.002,,-0.002,24.988,0.702,,532.643,,-0.019,-0.016,0.204,1.104,256.269,,,292.41,,292.986,307.937,86.044,76.085,73.721,94.213,1.925,30.886,82.532,2013-06-18 20:30:00+05:30,1.041,2013-06-18 15:00:00,2013-06-18,0
,,,297.758,,86542.816,,0.4,0.362,2.538,-0.027,0.0,-0.0,,24.041,0.769,,568.9,,,,0.121,0.978,230.987,2.494,,486.702,281.988,287.96,,142.239,,77.343,95.431,1.391,30.318,77.971,2013-06-18 21:30:00+05:30,0.981,2013-06-18 16:00:00,2013-06-18,0
,444.357,292.886,294.334,298.169,83711.828,95760.903,,0.12,3.151,-0.036,0.0,,0.002,,,12726.557,579.005,-0.0,,-0.065,0.023,,,3.15,,299.163,295.31,,285.667,87.801,,,,0.935,31.443,80.927,2013-06-18 22:30:00+05:30,0.951,2013-06-18 17:00:00,2013-06-18,0
,279.59,292.321,298.539,283.157,89258.662,103269.618,-0.519,,3.01,,0.001,-0.0,-0.0,24.057,0.349,13672.373,615.034,0.0,-0.04,,-0.062,,89.236,2.879,,293.623,310.793,276.481,311.629,81.509,,75.614,,0.969,30.141,78.645,2013-06-18 23:30:00+05:30,,2013-06-18 18:00:00,2013-06-18,0
,464.159,282.989,278.894,299.615,81767.547,99942.128,-0.141,-0.105,1.771,-0.036,-0.002,-0.003,-0.001,24.414,0.513,12779.046,655.827,-0.0,-0.035,,,0.178,51.403,1.835,,,304.215,297.016,288.958,,66.635,106.614,94.181,0.991,31.358,,2013-06-19 00:30:00+05:30,1.019,2013-06-18 19:00:00,2013-06-19,0
,294.032,290.382,298.322,296.211,89099.829,99284.543,0.016,-0.62,1.593,0.003,0.001,0.0,0.0,25.766,0.451,17764.353,707.316,0.0,,0.019,,0.372,357.785,2.744,,298.264,283.542,285.984,313.372,72.477,66.169,63.676,96.402,,28.849,81.587,2013-06-19 01:30:00+05:30,,2013-06-18 20:00:00,2013-06-19,0
,295.402,303.52,277.826,,83488.545,97279.475,0.235,-0.761,2.176,0.029,0.0,0.0,-0.0,,0.639,13007.005,,0.002,0.03,,0.255,0.767,,2.283,,,286.664,281.057,296.768,77.499,70.249,63.849,95.299,0.551,30.412,,2013-06-19 02:30:00+05:30,,2013-06-18 21:00:00,2013-06-19,0
,299.968,279.621,289.831,292.218,90043.807,,,-0.69,3.147,,-0.0,-0.001,0.002,25.511,1.042,13132.352,,,-0.025,-0.006,0.052,0.654,360.597,3.175,,289.948,287.576,287.223,305.495,76.241,68.406,63.378,101.282,,29.562,124.565,2013-06-19 03:30:00+05:30,0.982,2013-06-18 22:00:00,2013-06-19,0
,284.48,,280.677,,85244.542,,0.216,-1.015,3.584,-0.048,0.0,0.0,0.001,24.191,0.952,13054.852,434.659,-0.001,-0.043,,-0.029,0.994,339.333,3.698,,,308.89,,289.876,76.735,67.825,,96.234,0.476,,80.287,2013-06-19 04:30:00+05:30,,2013-06-18 23:00:00,2013-06-19,0
,,297.657,298.312,,,99528.006,0.164,-0.928,,-0.053,,0.001,-0.0,24.726,0.85,13341.237,342.806,-0.001,-0.058,,-0.185,0.981,,3.642,,,,300.844,,74.653,69.589,60.366,,0.684,29.577,81.991,2013-06-19 05:30:00+05:30,1.025,2013-06-19 00:00:00,2013-06-19,0
,287.573,,285.388,286.09,85045.099,104270.692,0.334,-0.983,4.006,-0.07,-0.001,0.002,-0.001,,0.776,12665.902,,,-0.065,-0.238,-0.141,,353.092,,,,284.564,278.672,298.372,79.352,69.07,,99.869,1.275,30.327,75.242,2013-06-19 06:30:00+05:30,1.045,2013-06-19 01:00:00,2013-06-19,0
,297.235,300.676,283.147,290.591,88799.064,132262.846,0.621,-0.854,4.386,-0.075,,0.0,-0.0,23.011,0.516,13558.59,163.212,-0.002,-0.07,-0.179,,1.043,331.442,4.485,,307.219,296.454,,312.972,,71.829,63.038,,2.223,28.681,75.758,2013-06-19 07:30:00+05:30,,2013-06-19 02:00:00,2013-06-19,0
,,,305.863,302.439,90066.356,,0.984,-0.675,,-0.083,-0.002,0.0,0.002,23.47,0.51,13165.862,114.607,0.0,-0.079,,-0.271,1.113,,,,305.07,,304.122,298.829,79.247,71.694,63.882,102.501,4.014,30.614,,2013-06-19 08:30:00+05:30,0.958,2013-06-19 03:00:00,2013-06-19,0
,495.398,289.171,300.688,,84306.082,96524.914,1.407,,4.973,-0.056,,-0.0,-0.0,,,12880.111,46.157,-0.0,-0.057,,-0.173,1.384,265.952,,,291.03,304.024,281.301,294.304,75.594,68.262,63.411,98.551,5.065,29.534,,2013-06-19 09:30:00+05:30,,2013-06-19 04:00:00,2013-06-19,0
,300.9,278.986,433.634,287.754,84526.503,97174.057,,0.458,6.475,0.057,0.001,,-0.003,,0.29,,58.431,0.0,0.059,0.128,,1.785,249.425,6.525,,307.598,305.502,278.484,285.893,79.002,72.94,63.353,100.817,7.405,30.267,,2013-06-19 10:30:00+05:30,1.031,2013-06-19 05:00:00,2013-06-19,0
,292.076,300.809,289.073,302.033,87256.288,100163.888,,0.592,,,-0.0,-0.0,0.0,,0.306,,85.678,-0.0,0.077,0.236,,1.993,252.777,6.814,,291.931,311.557,287.954,312.347,77.452,69.919,61.712,96.29,7.667,,75.452,2013-06-19 11:30:00+05:30,1.886,2013-06-19 06:00:00,2013-06-19,0
